"date","season","playoff","team1..Home.","team2..Away.","elo1_pre","elo2_pre","elo_prob1","elo_prob2","score1","score2","team_of_interest","b2b","days_rest","df2.playoff_prob","miles"
"1/5/2018",2018,"","POR","ATL",1497.818703,1400.950417,0.756440931,0.243559069,110,89,"ATL",0,3,0.01,1007
"1/7/2018",2018,"","LAL","ATL",1341.546134,1393.818225,0.56825716,0.43174284,132,113,"ATL",1,2,0.01,827
"1/8/2018",2018,"","LAC","ATL",1505.327838,1380.670264,0.784693897,0.215306103,108,107,"ATL",1,1,0.01,0
"1/10/2018",2018,"","DEN","ATL",1558.724383,1379.194925,0.833286522,0.166713478,97,110,"ATL",0,2,0.01,831
"1/12/2018",2018,"","ATL","BRK",1405.496801,1416.990215,0.624685707,0.375314293,105,110,"ATL",0,2,0.01,1211
"1/15/2018",2018,"","ATL","SAS",1396.034527,1601.375257,0.35288313,0.64711687,102,99,"ATL",0,3,0.01,0
"1/17/2018",2018,"","ATL","NOP",1403.935966,1533.000009,0.458270773,0.541729227,94,93,"ATL",0,2,0.01,0
"1/20/2018",2018,"","ATL","CHI",1408.419456,1455.34952,0.575785288,0.424214712,97,113,"ATL",0,3,0.01,0
"1/22/2018",2018,"","ATL","UTA",1391.512188,1497.393566,0.491536826,0.508463174,104,90,"ATL",0,2,0.01,0
"1/24/2018",2018,"","ATL","TOR",1404.653406,1645.389782,0.307859873,0.692140127,93,108,"ATL",0,2,0.01,0
"1/26/2018",2018,"","CHO","ATL",1490.971346,1397.202569,0.753138695,0.246861305,121,110,"ATL",1,2,0.01,226
"1/27/2018",2018,"","ATL","WAS",1392.495652,1505.820664,0.480833164,0.519166836,104,129,"ATL",1,1,0.01,226
"1/29/2018",2018,"","ATL","MIN",1374.253147,1586.834908,0.343423979,0.656576021,105,100,"ATL",0,2,0.01,0
"1/31/2018",2018,"","ATL","CHO",1384.40898,1486.28909,0.49729433,0.50270567,110,123,"ATL",0,2,0.01,0
"2/2/2018",2018,"","BOS","ATL",1587.225085,1372.240803,0.859747609,0.140252391,119,110,"ATL",0,2,0.01,937
"2/4/2018",2018,"","NYK","ATL",1448.613673,1370.059962,0.73649649,0.26350351,96,99,"ATL",0,2,0.01,188
"2/6/2018",2018,"","ATL","MEM",1379.667233,1412.34582,0.595688728,0.404311272,108,82,"ATL",0,2,0.01,749
"2/8/2018",2018,"","ORL","ATL",1385.614528,1394.796617,0.627799912,0.372200088,100,98,"ATL",1,2,0.01,402
"2/9/2018",2018,"","ATL","CLE",1391.443402,1507.615132,0.476743802,0.523256198,107,123,"ATL",1,1,0.01,402
"2/11/2018",2018,"","ATL","DET",1378.209922,1472.090983,0.50880495,0.49119505,118,115,"ATL",0,2,0.01,0
"2/13/2018",2018,"","MIL","ATL",1545.028944,1383.675334,0.818240559,0.181759441,97,92,"ATL",1,2,0.01,670
"2/14/2018",2018,"","DET","ATL",1449.999774,1381.5595,0.725043781,0.274956219,104,98,"ATL",1,1,0.01,252
"2/23/2018",2018,"","IND","ATL",1542.669532,1377.812142,0.821220977,0.178779023,116,93,"ATL",0,9,0.01,240
"2/26/2018",2018,"","ATL","LAL",1372.481221,1459.127181,0.519208549,0.480791451,104,123,"ATL",0,3,0.01,428
"2/28/2018",2018,"","ATL","IND",1355.888663,1539.060754,0.38254095,0.61745905,107,102,"ATL",0,2,0.01,0
"3/2/2018",2018,"","ATL","GSW",1365.198714,1695.558447,0.209812296,0.790187704,109,114,"ATL",0,2,0.01,0
"3/4/2018",2018,"","ATL","PHO",1362.705185,1298.612067,0.720027077,0.279972923,113,112,"ATL",0,2,0.01,0
"3/6/2018",2018,"","TOR","ATL",1693.750533,1364.705806,0.921995943,0.078004057,106,90,"ATL",0,2,0.01,736
"3/9/2018",2018,"","IND","ATL",1532.254916,1363.072993,0.824846664,0.175153336,112,87,"ATL",0,3,0.01,441
"3/11/2018",2018,"","ATL","CHI",1357.546956,1377.538,0.613149049,0.386850951,122,129,"ATL",0,2,0.01,428
"3/13/2018",2018,"","ATL","OKC",1346.524908,1569.907157,0.329544636,0.670455364,107,119,"ATL",0,2,0.01,0
"3/15/2018",2018,"","ATL","CHO",1339.544601,1465.562551,0.462626994,0.537373006,117,129,"ATL",0,2,0.01,0
"3/17/2018",2018,"","MIL","ATL",1501.108002,1328.997674,0.827268788,0.172731212,122,117,"ATL",0,2,0,670
"3/20/2018",2018,"","UTA","ATL",1651.196368,1327.001146,0.919964441,0.080035559,94,99,"ATL",0,3,0,1241
"3/22/2018",2018,"","SAC","ATL",1341.222636,1346.600618,0.632902319,0.367097681,105,90,"ATL",1,2,0,533
"3/23/2018",2018,"","GSW","ATL",1651.38893,1337.411408,0.91552532,0.08447468,106,94,"ATL",1,1,0,68
"3/25/2018",2018,"","HOU","ATL",1790.043698,1335.934577,0.960445148,0.039554852,118,99,"ATL",0,2,0,1637
"3/28/2018",2018,"","MIN","ATL",1538.554312,1335.068106,0.851574904,0.148425096,126,114,"ATL",0,3,0,1059
"3/30/2018",2018,"","ATL","PHI",1332.288702,1616.613872,0.257106754,0.742893246,91,101,"ATL",0,2,0,909
"4/1/2018",2018,"","ATL","ORL",1327.638206,1322.911174,0.64630973,0.35369027,94,88,"ATL",0,2,0,0
"4/3/2018",2018,"","MIA","ATL",1522.008714,1332.685331,0.84097216,0.15902784,101,98,"ATL",1,2,0,607
"4/4/2018",2018,"","ATL","MIA",1331.241412,1523.452634,0.37032788,0.62967212,86,115,"ATL",1,1,0,607
"4/6/2018",2018,"","WAS","ATL",1500.21989,1316.526276,0.836589999,0.163410001,97,103,"ATL",0,2,0,543
"4/8/2018",2018,"","BOS","ATL",1603.026529,1333.263004,0.893645371,0.106354629,106,112,"ATL",0,2,0,394
"4/10/2018",2018,"","ATL","PHI",1352.889312,1647.811581,0.24562886,0.75437114,113,121,"ATL",0,2,0,937
"10/17/2018",2019,"","NYK","ATL",1409.590805,1388.023047,0.668143488,0.331856512,126,107,"ATL",0,190,0.06,749
"10/19/2018",2019,"","MEM","ATL",1362.00336,1378.46102,0.61796235,0.38203765,131,117,"ATL",0,2,0.06,956
"10/21/2018",2019,"","CLE","ATL",1544.961726,1369.249374,0.830211632,0.169788368,111,133,"ATL",0,2,0.06,634
"10/24/2018",2019,"","ATL","DAL",1406.551396,1391.680704,0.659540871,0.340459129,111,104,"ATL",0,3,0.06,556
"10/27/2018",2019,"","ATL","CHI",1411.797685,1350.998853,0.716188372,0.283811628,85,97,"ATL",0,3,0.05,0
"10/29/2018",2019,"","PHI","ATL",1585.726187,1392.669625,0.843825161,0.156174839,113,92,"ATL",1,2,0.05,666
"10/30/2018",2019,"","CLE","ATL",1466.215117,1388.381406,0.735691352,0.264308648,136,114,"ATL",1,1,0.05,358
"11/1/2018",2019,"","ATL","SAC",1380.278058,1446.563646,0.548367221,0.451632779,115,146,"ATL",0,2,0.05,556
"11/3/2018",2019,"","ATL","MIA",1355.037567,1485.068667,0.456889084,0.543110916,123,118,"ATL",0,2,0.01,0
"11/6/2018",2019,"","CHO","ATL",1524.911675,1362.869888,0.818828977,0.181171023,113,102,"ATL",1,3,0.01,226
"11/7/2018",2019,"","ATL","NYK",1359.571467,1399.777511,0.585210799,0.414789201,107,112,"ATL",1,1,0.01,226
"11/9/2018",2019,"","ATL","DET",1350.920973,1477.697619,0.461541422,0.538458578,109,124,"ATL",0,2,0.01,0
"11/11/2018",2019,"","LAL","ATL",1510.466751,1338.753721,0.826941738,0.173058262,107,106,"ATL",0,2,0.01,1935
"11/13/2018",2019,"","GSW","ATL",1682.794976,1337.604546,0.928423563,0.071576437,110,103,"ATL",0,2,0.01,344
"11/15/2018",2019,"","DEN","ATL",1576.393922,1336.71651,0.876027787,0.123972213,138,93,"ATL",0,2,0.01,940
"11/17/2018",2019,"","IND","ATL",1565.486595,1330.963607,0.872769281,0.127230719,97,89,"ATL",0,2,0.01,1000
"11/19/2018",2019,"","ATL","LAC",1329.141028,1574.623461,0.30206912,0.69793088,119,127,"ATL",0,2,0.01,428
"11/21/2018",2019,"","ATL","TOR",1324.22771,1627.221144,0.237121857,0.762878143,108,124,"ATL",0,2,0.01,0
"11/23/2018",2019,"","ATL","BOS",1318.491969,1545.025515,0.325549087,0.674450913,96,114,"ATL",0,2,0.01,0
"11/25/2018",2019,"","ATL","CHO",1309.486966,1529.240181,0.33417659,0.66582341,124,123,"ATL",0,2,0.01,0
"11/27/2018",2019,"","MIA","ATL",1445.651502,1315.439645,0.790046541,0.209953459,113,115,"ATL",1,2,0.01,607
"11/28/2018",2019,"","CHO","ATL",1529.074162,1324.797956,0.85214878,0.14785122,108,94,"ATL",1,1,0.01,656
"11/30/2018",2019,"","OKC","ATL",1609.463725,1321.739272,0.90307966,0.09692034,124,109,"ATL",0,2,0.01,940
"12/3/2018",2019,"","ATL","GSW",1319.747357,1612.254446,0.248214102,0.751785898,111,128,"ATL",0,3,0.01,756
"12/5/2018",2019,"","ATL","WAS",1313.446332,1458.023315,0.436198274,0.563801726,117,131,"ATL",0,2,0.01,0
"12/8/2018",2019,"","ATL","DEN",1302.612204,1617.138938,0.225322318,0.774677682,106,98,"ATL",0,3,0.01,0
"12/12/2018",2019,"","DAL","ATL",1506.747488,1319.593665,0.839294786,0.160705214,114,107,"ATL",0,4,0.01,720
"12/14/2018",2019,"","BOS","ATL",1620.370543,1317.394836,0.910496689,0.089503311,129,108,"ATL",0,2,0.01,1551
"12/16/2018",2019,"","BRK","ATL",1444.967832,1315.100694,0.7897172,0.2102828,144,127,"ATL",0,2,0.01,189
"12/18/2018",2019,"","ATL","WAS",1309.897335,1459.192843,0.429530304,0.570469696,118,110,"ATL",0,2,0.01,748
"12/21/2018",2019,"","NYK","ATL",1338.636871,1320.68157,0.663516654,0.336483346,107,114,"ATL",0,3,0.01,749
"12/23/2018",2019,"","DET","ATL",1477.912553,1333.008842,0.803731097,0.196268903,95,98,"ATL",0,2,0.01,481
"12/26/2018",2019,"","ATL","IND",1344.185266,1623.50587,0.262647667,0.737352333,121,129,"ATL",0,3,0.01,598
"12/28/2018",2019,"","MIN","ATL",1520.467557,1340.014299,0.834023965,0.165976035,120,123,"ATL",1,2,0.01,909
"12/29/2018",2019,"","ATL","CLE",1352.037207,1355.801189,0.635058267,0.364941733,111,108,"ATL",1,1,0.01,909
"12/31/2018",2019,"","IND","ATL",1635.63555,1355.82601,0.899017881,0.100982119,116,108,"ATL",0,2,0.01,428
"1/2/2019",2019,"","WAS","ATL",1422.475823,1354.419637,0.72460279,0.27539721,114,98,"ATL",0,2,0.01,491
"1/4/2019",2019,"","MIL","ATL",1651.889598,1347.593929,0.911113966,0.088886034,144,112,"ATL",0,2,0.01,635
"1/6/2019",2019,"","ATL","MIA",1344.515327,1525.659239,0.385302412,0.614697588,106,82,"ATL",0,2,0.01,670
"1/8/2019",2019,"","TOR","ATL",1631.488989,1368.998642,0.889600038,0.110399962,104,101,"ATL",1,2,0.01,736
"1/9/2019",2019,"","BRK","ATL",1475.208281,1368.041731,0.767196199,0.232803801,116,100,"ATL",1,1,0.01,346
"1/11/2019",2019,"","PHI","ATL",1582.389107,1362.426566,0.863167645,0.136832355,121,123,"ATL",0,2,0.01,82
"1/13/2019",2019,"","ATL","MIL",1373.637698,1646.982509,0.269363767,0.730636233,114,133,"ATL",0,2,0.01,666
"1/15/2019",2019,"","ATL","OKC",1366.158656,1602.870788,0.312817857,0.687182143,142,126,"ATL",0,2,0.01,0
"1/19/2019",2019,"","ATL","BOS",1387.852975,1594.452718,0.351229894,0.648770106,105,113,"ATL",0,4,0.01,0
"1/21/2019",2019,"","ATL","ORL",1381.976287,1408.14306,0.60468344,0.39531656,103,122,"ATL",0,2,0.01,0
"1/23/2019",2019,"","CHI","ATL",1303.098298,1361.658516,0.55935544,0.44064456,101,121,"ATL",0,2,0.01,589
"1/26/2019",2019,"","POR","ATL",1577.121531,1380.611631,0.846427033,0.153572967,120,111,"ATL",0,3,0.01,1756
"1/28/2019",2019,"","LAC","ATL",1517.022176,1378.195136,0.798154391,0.201845609,118,123,"ATL",0,2,0.01,827
"1/30/2019",2019,"","SAC","ATL",1455.032487,1392.082256,0.718698913,0.281301087,135,113,"ATL",0,2,0.01,362
"2/1/2019",2019,"","UTA","ATL",1607.447316,1383.367098,0.865943197,0.134056803,128,112,"ATL",1,2,0.01,533
"2/2/2019",2019,"","PHO","ATL",1288.061159,1380.373843,0.511061132,0.488938868,112,118,"ATL",1,1,0.01,506
"2/4/2019",2019,"","WAS","ATL",1483.848093,1388.326545,0.755009797,0.244990203,129,137,"ATL",0,2,0.01,1980
"2/7/2019",2019,"","ATL","TOR",1404.578581,1644.867597,0.308408877,0.691591123,101,119,"ATL",0,3,0.01,543
"2/9/2019",2019,"","ATL","CHO",1396.132097,1472.577988,0.533845252,0.466154748,120,129,"ATL",1,2,0.01,0
"2/10/2019",2019,"","ATL","ORL",1385.539785,1481.318448,0.506074695,0.493925305,108,124,"ATL",1,1,0.01,0
"2/12/2019",2019,"","ATL","LAL",1371.262181,1475.962037,0.493236776,0.506763224,117,113,"ATL",0,2,0.01,0
"2/14/2019",2019,"","ATL","NYK",1377.696287,1245.225187,0.792195623,0.207804377,91,106,"ATL",0,2,0.01,0
"2/22/2019",2019,"","ATL","DET",1351.491391,1478.62037,0.461037415,0.538962585,122,125,"ATL",1,8,0.01,0
"2/23/2019",2019,"","ATL","PHO",1346.445927,1257.329324,0.748126043,0.251873957,120,112,"ATL",1,1,0.01,0
"2/25/2019",2019,"","HOU","ATL",1614.104586,1350.418575,0.890274199,0.109725801,119,111,"ATL",0,2,0.01,702
"2/27/2019",2019,"","ATL","MIN",1348.875161,1527.908774,0.388183544,0.611816456,131,123,"ATL",0,2,0.01,702
"3/1/2019",2019,"","ATL","CHI",1360.734749,1361.055839,0.639639066,0.360360934,161,168,"ATL",0,2,0.01,0
"3/3/2019",2019,"","CHI","ATL",1372.750689,1349.0399,0.670873087,0.329126913,118,123,"ATL",1,2,0.01,589
"3/4/2019",2019,"","MIA","ATL",1452.917554,1359.519415,0.752741808,0.247258192,114,113,"ATL",1,1,0.01,1193
"3/6/2019",2019,"","ATL","SAS",1357.788438,1537.538317,0.387204759,0.612795241,104,111,"ATL",0,2,0.01,607
"3/9/2019",2019,"","ATL","BRK",1351.664236,1450.971297,0.500997218,0.499002782,112,114,"ATL",1,3,0.01,0
"3/10/2019",2019,"","ATL","NOP",1346.820049,1491.004474,0.436754092,0.563245908,128,116,"ATL",1,1,0.01,0
"3/13/2019",2019,"","ATL","MEM",1360.408468,1449.181748,0.516150928,0.483849072,132,111,"ATL",0,3,0.01,0
"3/16/2019",2019,"","BOS","ATL",1604.546578,1376.662626,0.868464708,0.131535292,129,120,"ATL",1,3,0.01,937
"3/17/2019",2019,"","ORL","ATL",1529.841445,1374.634052,0.812919313,0.187080687,101,91,"ATL",1,1,0.01,1117
"3/19/2019",2019,"","ATL","HOU",1371.409524,1662.149385,0.250117279,0.749882721,105,121,"ATL",0,2,0.01,402
"3/21/2019",2019,"","ATL","UTA",1365.30798,1625.916186,0.284034728,0.715965272,117,114,"ATL",0,2,0.01,0
"3/23/2019",2019,"","ATL","PHI",1374.493582,1634.877523,0.284297332,0.715702668,129,127,"ATL",0,2,0,0
"3/26/2019",2019,"","NOP","ATL",1437.081613,1382.427978,0.708943388,0.291056612,120,130,"ATL",0,3,0,425
"3/29/2019",2019,"","ATL","POR",1399.219634,1653.465985,0.291540622,0.708459378,98,118,"ATL",0,3,0,425
"3/31/2019",2019,"","ATL","MIL",1390.717718,1696.671182,0.23405335,0.76594665,136,135,"ATL",0,2,0,0
"4/2/2019",2019,"","SAS","ATL",1560.707808,1398.130913,0.81928549,0.18071451,117,111,"ATL",1,2,0,882
"4/3/2019",2019,"","ATL","PHI",1395.821251,1602.396076,0.35126258,0.64873742,130,122,"ATL",1,1,0,882
"4/5/2019",2019,"","ORL","ATL",1561.428718,1408.69942,0.81074017,0.18925983,149,113,"ATL",0,2,0,402
"4/7/2019",2019,"","MIL","ATL",1686.883625,1400.830626,0.902234234,0.097765766,115,107,"ATL",0,2,0,1067
"4/10/2019",2019,"","ATL","IND",1399.474243,1534.416065,0.44988353,0.55011647,134,135,"ATL",0,3,0,670
"10/24/2019",2020,"","DET","ATL",1490.662004,1423.202271,0.723917102,0.276082898,100,117,"ATL",0,197,0.12,598
"10/26/2019",2020,"","ATL","ORL",1447.689944,1545.639345,0.502951015,0.497048985,103,99,"ATL",0,2,0.12,598
"10/28/2019",2020,"","ATL","PHI",1453.966689,1597.842665,0.437190933,0.562809067,103,105,"ATL",1,2,0.12,0
"10/29/2019",2020,"","MIA","ATL",1515.430189,1449.885063,0.721708933,0.278291067,112,97,"ATL",1,1,0.12,607
"10/31/2019",2020,"","ATL","MIA",1443.267893,1522.047359,0.530500885,0.469499115,97,106,"ATL",0,2,0.13,607
"11/5/2019",2020,"","ATL","SAS",1432.761929,1563.777148,0.455483697,0.544516303,108,100,"ATL",1,5,0.13,0
"11/6/2019",2020,"","ATL","CHI",1442.901171,1344.284645,0.758290255,0.241709745,93,113,"ATL",1,1,0.13,0
"11/8/2019",2020,"","ATL","SAC",1413.366282,1432.323709,0.614559413,0.385440587,109,121,"ATL",0,2,0.06,0
"11/10/2019",2020,"","POR","ATL",1572.615278,1398.072428,0.829260549,0.170739451,124,113,"ATL",0,2,0.06,2171
"11/12/2019",2020,"","DEN","ATL",1601.922421,1394.989415,0.854065302,0.145934698,121,125,"ATL",0,2,0.06,982
"11/14/2019",2020,"","PHO","ATL",1418.245733,1409.308185,0.651830457,0.348169543,128,112,"ATL",0,2,0.09,586
"11/16/2019",2020,"","LAC","ATL",1552.402152,1400.303409,0.810182589,0.189817411,150,101,"ATL",1,2,0.09,357
"11/17/2019",2020,"","LAL","ATL",1556.118629,1390.364951,0.821977217,0.178022783,122,101,"ATL",1,1,0.09,0
"11/20/2019",2020,"","ATL","MIL",1385.388787,1704.548775,0.22070094,0.77929906,127,135,"ATL",0,3,0.09,1935
"11/22/2019",2020,"","DET","ATL",1415.541651,1381.978994,0.683271739,0.316728261,128,103,"ATL",1,2,0.07,598
"11/23/2019",2020,"","ATL","TOR",1371.006809,1683.256543,0.227618488,0.772381512,116,119,"ATL",1,1,0.07,598
"11/25/2019",2020,"","ATL","MIN",1368.831175,1468.410864,0.500604876,0.499395124,113,125,"ATL",0,2,0.07,0
"11/27/2019",2020,"","MIL","ATL",1715.105063,1357.176964,0.933145719,0.066854281,111,102,"ATL",0,2,0.07,670
"11/29/2019",2020,"","IND","ATL",1564.05086,1356.224424,0.854705147,0.145294853,105,104,"ATL",1,2,0.08,244
"11/30/2019",2020,"","HOU","ATL",1635.605955,1355.281975,0.899286409,0.100713591,158,111,"ATL",1,1,0.08,867
"12/2/2019",2020,"","ATL","GSW",1350.573623,1466.111228,0.477654483,0.522345517,104,79,"ATL",0,2,0.08,702
"12/4/2019",2020,"","ATL","BRK",1370.854427,1476.777032,0.491477512,0.508522488,118,130,"ATL",0,2,0.08,0
"12/8/2019",2020,"","CHO","ATL",1418.354359,1359.470489,0.713942396,0.286057604,107,122,"ATL",0,4,0.09,226
"12/10/2019",2020,"","MIA","ATL",1591.838547,1381.494121,0.856495924,0.143504076,135,121,"ATL",1,2,0.09,656
"12/11/2019",2020,"","CHI","ATL",1365.365211,1378.536915,0.622417934,0.377582066,136,102,"ATL",1,1,0.09,1193
"12/13/2019",2020,"","ATL","IND",1361.61787,1567.087604,0.352713569,0.647286431,100,110,"ATL",0,2,0.08,589
"12/15/2019",2020,"","ATL","LAL",1354.866906,1657.31394,0.237691303,0.762308697,96,101,"ATL",0,2,0.08,0
"12/17/2019",2020,"","NYK","ATL",1281.020633,1351.98776,0.541684683,0.458315317,143,120,"ATL",0,2,0.08,749
"12/19/2019",2020,"","ATL","UTA",1335.801739,1559.302933,0.329393372,0.670606628,106,111,"ATL",0,2,0.02,749
"12/21/2019",2020,"","BRK","ATL",1503.651878,1331.582477,0.827235121,0.172764879,122,112,"ATL",0,2,0.02,748
"12/23/2019",2020,"","CLE","ATL",1324.981787,1328.637686,0.635202451,0.364797549,121,118,"ATL",0,2,0.02,408
"12/27/2019",2020,"","ATL","MIL",1324.850684,1736.020231,0.142921265,0.857078735,86,112,"ATL",1,4,0.01,556
"12/28/2019",2020,"","CHI","ATL",1399.177962,1320.337906,0.736816257,0.263183743,116,81,"ATL",1,1,0.01,589
"12/30/2019",2020,"","ORL","ATL",1496.166336,1309.066423,0.839252925,0.160747075,93,101,"ATL",0,2,0.01,987
"1/3/2020",2020,"","BOS","ATL",1659.903277,1328.849987,0.922823444,0.077176556,109,106,"ATL",1,4,0.01,1117
"1/4/2020",2020,"","ATL","IND",1328.208329,1565.18746,0.312487559,0.687512441,116,111,"ATL",1,1,0.01,937
"1/6/2020",2020,"","ATL","DEN",1339.075787,1597.362281,0.286760417,0.713239583,115,123,"ATL",0,2,0.01,0
"1/8/2020",2020,"","ATL","HOU",1334.453882,1647.935411,0.226374277,0.773625723,115,122,"ATL",0,2,0.01,0
"1/10/2020",2020,"","WAS","ATL",1397.827565,1331.200623,0.722957955,0.277042045,111,101,"ATL",0,2,0.02,543
"1/12/2020",2020,"","BRK","ATL",1445.917863,1326.126937,0.779923097,0.220076903,108,86,"ATL",0,2,0.02,205
"1/14/2020",2020,"","ATL","PHO",1319.572284,1393.80446,0.537015038,0.462984962,123,110,"ATL",0,2,0.02,748
"1/17/2020",2020,"","SAS","ATL",1526.749712,1330.688833,0.846090741,0.153909259,120,121,"ATL",1,3,0.01,882
"1/18/2020",2020,"","ATL","DET",1339.651206,1422.597772,0.524522174,0.475477826,103,136,"ATL",1,1,0.01,882
"1/20/2020",2020,"","ATL","TOR",1314.720169,1655.324168,0.200202702,0.799797298,117,122,"ATL",0,2,0.01,0
"1/22/2020",2020,"","ATL","LAC",1312.357198,1619.648681,0.232675377,0.767324623,102,95,"ATL",0,2,0.01,0
"1/24/2020",2020,"","OKC","ATL",1588.442587,1327.83449,0.888531402,0.111468598,140,111,"ATL",0,2,0.01,756
"1/26/2020",2020,"","ATL","WAS",1324.143342,1403.093214,0.530256556,0.469743444,152,133,"ATL",0,2,0.01,756
"1/28/2020",2020,"","TOR","ATL",1671.714928,1338.748792,0.923604025,0.076395975,130,114,"ATL",0,2,0.01,736
"1/30/2020",2020,"","ATL","PHI",1337.153366,1608.700854,0.271404828,0.728595172,127,117,"ATL",0,2,0.01,736
"2/1/2020",2020,"","DAL","ATL",1563.272698,1354.680814,0.855251482,0.144748518,123,100,"ATL",0,2,0.01,720
"2/3/2020",2020,"","ATL","BOS",1350.485745,1631.261574,0.261028583,0.738971417,115,123,"ATL",0,2,0.01,720
"2/5/2020",2020,"","MIN","ATL",1370.567044,1346.344705,0.67152296,0.32847704,120,127,"ATL",0,2,0.01,909
"2/7/2020",2020,"","BOS","ATL",1639.637557,1358.890177,0.899506941,0.100493059,112,107,"ATL",0,2,0.04,1122
"2/9/2020",2020,"","ATL","NYK",1357.806,1367.187571,0.627531549,0.372468451,140,135,"ATL",1,2,0.04,937
"2/10/2020",2020,"","ORL","ATL",1458.584687,1362.694043,0.755402588,0.244597412,135,126,"ATL",1,1,0.04,402
"2/12/2020",2020,"","CLE","ATL",1258.315285,1358.577429,0.499622745,0.500377255,127,105,"ATL",0,2,0.04,897
"2/20/2020",2020,"","ATL","MIA",1341.050356,1577.216019,0.313494469,0.686505531,129,124,"ATL",0,8,0.01,556
"2/22/2020",2020,"","ATL","DAL",1351.893973,1577.111155,0.327215072,0.672784928,111,107,"ATL",0,2,0.01,0
"2/24/2020",2020,"","PHI","ATL",1577.413407,1361.351221,0.86049414,0.13950586,129,112,"ATL",0,2,0.01,666
"2/26/2020",2020,"","ATL","ORL",1358.089204,1458.829896,0.49893406,0.50106594,120,130,"ATL",0,2,0.01,666
"2/28/2020",2020,"","ATL","BRK",1347.739944,1482.456557,0.450204395,0.549795605,141,118,"ATL",1,2,0.01,0
"2/29/2020",2020,"","ATL","POR",1368.175249,1487.682783,0.471955866,0.528044134,129,117,"ATL",1,1,0.01,0
"3/2/2020",2020,"","ATL","MEM",1380.65894,1521.159706,0.441977293,0.558022707,88,127,"ATL",0,2,0.01,0
"3/6/2020",2020,"","WAS","ATL",1396.078493,1357.954026,0.688927138,0.311072862,118,112,"ATL",1,4,0.01,543
"3/7/2020",2020,"","MEM","ATL",1561.677683,1353.621846,0.85486906,0.14513094,118,101,"ATL",1,1,0.01,763
"3/9/2020",2020,"","ATL","CHO",1350.210862,1377.433169,0.603230071,0.396769929,143,138,"ATL",0,2,0.01,337
"3/11/2020",2020,"","ATL","NYK",1355.488051,1333.783863,0.668317598,0.331682402,131,136,"ATL",0,2,0.01,0
"3/14/2020",2020,"","ATL","CLE",1345.06702,1316.207138,0.677384338,0.322615662,NA,NA,"ATL",0,3,0.01,0
"3/16/2020",2020,"","NOP","ATL",1541.823419,1345.06702,0.846611391,0.153388609,NA,NA,"ATL",0,2,0.01,425
"3/18/2020",2020,"","ATL","OKC",1345.06702,1608.420117,0.280832475,0.719167525,NA,NA,"ATL",0,2,0.01,425
"3/20/2020",2020,"","ATL","WAS",1345.06702,1396.39271,0.569593258,0.430406742,NA,NA,"ATL",1,2,0.01,0
"3/21/2020",2020,"","PHI","ATL",1563.858344,1345.06702,0.862369393,0.137630607,NA,NA,"ATL",1,1,0.01,666
"3/25/2020",2020,"","GSW","ATL",1358.497493,1345.06702,0.657676796,0.342323204,NA,NA,"ATL",1,4,0.01,2511
"3/26/2020",2020,"","SAC","ATL",1508.860177,1345.06702,0.820319773,0.179680227,NA,NA,"ATL",1,1,0.01,68
"3/28/2020",2020,"","UTA","ATL",1573.891262,1345.06702,0.869081793,0.130918207,NA,NA,"ATL",0,2,0.01,533
"3/31/2020",2020,"","ATL","NOP",1345.06702,1541.823419,0.364247766,0.635752234,NA,NA,"ATL",0,3,0.01,1582
"4/3/2020",2020,"","ATL","CHO",1345.06702,1397.021678,0.568705414,0.431294586,NA,NA,"ATL",0,3,0.01,0
"4/5/2020",2020,"","CHO","ATL",1397.021678,1345.06702,0.705727156,0.294272844,NA,NA,"ATL",0,2,0.01,226
